question,paraphrase_question,answer
How many students does the Department of Information Science & Engineering place in reputable industries?,How many students are successfully placed in reputable industries by the Department of Information Science & Engineering?,The Department of Information Science & Engineering places 80-85% of qualifying students in reputable industries. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
What is the role of the Department of Information Science & Engineering in the software industry?,What is the contribution of the Department of Information Science & Engineering to the software industry?,The Department of Information Science & Engineering was founded to accommodate the needs of the software industry. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
When was the intake of students in the Department of Information Science & Engineering increased to 60?,When was the student intake in the Department of Information Science & Engineering raised to 60?,The intake of students in the Department of Information Science & Engineering was increased to 60 in the year 2000. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
When was the intake of students in the Department of Information Science & Engineering increased to 120?,When was the student intake in the Department of Information Science & Engineering raised to 120?,The intake of students in the Department of Information Science & Engineering was increased to 120 in the year 2016. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
When was the intake of students in the Department of Information Science & Engineering increased to 180?,When was the student intake in the Department of Information Science & Engineering raised to 180?,The intake of students in the Department of Information Science & Engineering was increased to 180 in the year 2019. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
What is the aim of the Department of Information Science & Engineering in terms of facilities?,What are the objectives of the Department of Information Science & Engineering concerning facilities?,"The aim of the Department of Information Science & Engineering in terms of facilities is to provide a conducive environment for learning, research, and hands-on exploration in the dynamic field of computer science. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview"
What is the aim of the Department of Information Science & Engineering in terms of learning environment?,What are the objectives of the Department of Information Science & Engineering concerning the learning environment?,"The aim of the Department of Information Science & Engineering in terms of learning environment is to nurture curiosity, foster innovation, and prepare students for successful careers in the ever-evolving field of computer science. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview"
What is the role of the Department of Information Science & Engineering in bridging the gap between academic learning and industry demands?,What is the contribution of the Department of Information Science & Engineering in aligning academic learning with industry needs?,The Department of Information Science & Engineering maintains strong connections with industries and facilitates internship opportunities for students to bridge the gap between academic learning and industry demands. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
What is the role of the Department of Information Science & Engineering in terms of innovation?,What is the contribution of the Department of Information Science & Engineering to innovation?,The Department of Information Science & Engineering provides state-of-the-art facilities where innovation meets education. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
What is the role of the Department of Information Science & Engineering in terms of education?,What is the contribution of the Department of Information Science & Engineering to education?,"The Department of Information Science & Engineering provides a conducive environment for learning, research, and hands-on exploration in the dynamic field of computer science. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview"
What is the role of the Department of Information Science & Engineering in terms of research?,What is the contribution of the Department of Information Science & Engineering to research?,The Department of Information Science & Engineering provides state-of-the-art facilities for research in the dynamic field of computer science. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
What is the role of the Department of Information Science & Engineering in terms of hands-on exploration?,What is the contribution of the Department of Information Science & Engineering to practical exploration?,The Department of Information Science & Engineering provides state-of-the-art facilities for hands-on exploration in the dynamic field of computer science. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview
What is the role of the Department of Information Science & Engineering in terms of cultivating a learning environment?,What is the contribution of the Department of Information Science & Engineering to fostering a learning environment?,"The Department of Information Science & Engineering aims to cultivate a learning environment that nurtures curiosity, fosters innovation, and prepares students for successful careers in the ever-evolving field of computer science. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview"
What is the role of the Department of Information Science & Engineering in terms of preparing students for successful careers?,What is the contribution of the Department of Information Science & Engineering to equipping students for successful careers?,"The Department of Information Science & Engineering aims to prepare students for successful careers in the ever-evolving field of computer science by providing a comprehensive understanding of the principles, theories, and practical applications that form the foundation of Information Science. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Overview"
What is the vision of the Department of Information Science & Engineering?,What are the aspirations of the Department of Information Science & Engineering?,The vision of the Department of Information Science & Engineering is to achieve excellence in information science and engineering through a strong research and teaching environment that addresses the emerging global challenges and market demands. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Vision
What is the mission of the Department of Information Science & Engineering?,What are the objectives of the Department of Information Science & Engineering?,"The mission of the Department of Information Science & Engineering is to provide outstanding education and research training to the students for their productive careers in industry, academia and government, promote active learning, critical thinking, and engineering judgment coupled with business and entrepreneurial skills, and prepare the students to practice their professions competently to meet the ever-changing needs of society and to continue learning their discipline, allowing them to move into other related fields. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Mission"
How does the Department of Information Science & Engineering aim to achieve excellence in information science and engineering?,How does the Department of Information Science & Engineering strive for excellence in information science and engineering?,The Department of Information Science & Engineering aims to achieve excellence in information science and engineering through a strong research and teaching environment that addresses the emerging global challenges and market demands. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Vision
What is the commitment of the Department of Information Science & Engineering towards education and research training?,What is the dedication of the Department of Information Science & Engineering to education and research training?,"The Department of Information Science & Engineering is committed to providing outstanding education and research training to the students for their productive careers in industry, academia and government. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Mission"
How does the Department of Information Science & Engineering promote excellence and innovation?,How does the Department of Information Science & Engineering encourage excellence and innovation?,The Department of Information Science & Engineering promotes excellence and innovation by providing a learning environment that encourages students to achieve their full potential. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Excellence
What is the focus of the Department of Information Science & Engineering in terms of ethical practice and responsibility towards society?,What are the priorities of the Department of Information Science & Engineering regarding ethical practice and societal responsibility?,The Department of Information Science & Engineering focuses on promoting ethical practice and responsibility towards society among its students. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#EthicalPractice
How does the Department of Information Science & Engineering prepare students for their professions?,How does the Department of Information Science & Engineering equip students for their careers?,"The Department of Information Science & Engineering prepares students to practice their professions competently to meet the ever-changing needs of society and to continue learning their discipline, allowing them to move into other related fields. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Preparation"
What is the emphasis of the Department of Information Science & Engineering in terms of active learning?,What is the focus of the Department of Information Science & Engineering on active learning?,"The Department of Information Science & Engineering emphasizes active learning, critical thinking, and engineering judgment coupled with business and entrepreneurial skills. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#ActiveLearning"
How does the Department of Information Science & Engineering promote business and entrepreneurial skills?,How does the Department of Information Science & Engineering encourage business and entrepreneurial abilities?,The Department of Information Science & Engineering promotes business and entrepreneurial skills by integrating them into the curriculum and encouraging students to think creatively and innovatively. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Entrepreneurship
What is the role of the Department of Information Science & Engineering in promoting ethical practice?,What is the function of the Department of Information Science & Engineering in advocating ethical practice?,The Department of Information Science & Engineering promotes ethical practice by incorporating ethical considerations into the curriculum and encouraging students to act responsibly and ethically in their professional and personal lives. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#EthicalPractice
How does the Department of Information Science & Engineering prepare students for the ever-changing needs of society?,How does the Department of Information Science & Engineering prepare students for societal changes?,"The Department of Information Science & Engineering prepares students to meet the ever-changing needs of society by providing a learning environment that promotes flexibility, adaptability, and lifelong learning. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#SocietyNeeds"
What is the focus of the Department of Information Science & Engineering in terms of research?,What are the priorities of the Department of Information Science & Engineering in research?,The Department of Information Science & Engineering focuses on conducting high-quality research that addresses the emerging global challenges and market demands. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Research
How does the Department of Information Science & Engineering promote innovation?,How does the Department of Information Science & Engineering encourage innovation?,The Department of Information Science & Engineering promotes innovation by encouraging students to think creatively and providing them with the tools and resources to turn their ideas into reality. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Innovation
What is the commitment of the Department of Information Science & Engineering towards excellence?,What is the dedication of the Department of Information Science & Engineering to excellence?,"The Department of Information Science & Engineering is committed to promoting excellence in all its activities, including teaching, research, and service. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Excellence"
How does the Department of Information Science & Engineering foster responsibility towards society?,How does the Department of Information Science & Engineering encourage societal responsibility?,The Department of Information Science & Engineering fosters responsibility towards society by encouraging students to engage in community service and to consider the social implications of their work. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Responsibility
What is the emphasis of the Department of Information Science & Engineering in terms of critical thinking?,What is the focus of the Department of Information Science & Engineering on critical thinking?,The Department of Information Science & Engineering emphasizes critical thinking by encouraging students to analyze complex problems and to develop creative solutions. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#CriticalThinking
How does the Department of Information Science & Engineering promote engineering judgment?,How does the Department of Information Science & Engineering encourage engineering judgment?,The Department of Information Science & Engineering promotes engineering judgment by providing students with practical experience and opportunities to apply their knowledge to real-world problems. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#EngineeringJudgment
What is the role of the Department of Information Science & Engineering in promoting entrepreneurship?,What is the function of the Department of Information Science & Engineering in advocating entrepreneurship?,The Department of Information Science & Engineering promotes entrepreneurship by encouraging students to think creatively and to develop their business and leadership skills. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Entrepreneurship
How does the Department of Information Science & Engineering promote ethical practice and responsibility towards society?,How does the Department of Information Science & Engineering encourage ethical practice and societal responsibility?,The Department of Information Science & Engineering promotes ethical practice and responsibility towards society by incorporating ethical considerations into the curriculum and encouraging students to act responsibly and ethically in their professional and personal lives. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#EthicalPractice
How does the Department of Information Science & Engineering prepare students for the future?,How does the Department of Information Science & Engineering prepare students for future challenges?,"The Department of Information Science & Engineering prepares students for the future by providing them with the knowledge, skills, and attitudes necessary to succeed in a rapidly changing world. For further details please visit https://nmamit.nitte.edu.in/department-information-science.php#Future"
what is the syllabus of Information Science & Engineering department for the batch 2022-2026? , What syllabus does the Information Science & Engineering department offer for the 2022-2026 batch? ,"the syllabus of Information Science & Engineering department for the batch 2022-2026 is avaliable at the college website, For more details please visit https://nmamit.nitte.edu.in/syllabus/ndu/2022-26/B.Tech._IS_Regulations_2022.pdf"
what is the syllabus of Information Science & Engineering department for the batch 2023-2027? , What syllabus does the Information Science & Engineering department offer for the 2023-2027 batch? ,"the syllabus of Information Science & Engineering department for the batch 2022-2026 is avaliable at the college website, For more details please visit https://nmamit.nitte.edu.in/syllabus/ndu/2022-26/B.Tech._IS_Regulations_2023.pdf"
what is the syllabus of Information Science & Engineering department for the minor degree? , What syllabus does the Information Science & Engineering department offer for the minor degree program? ,"the syllabus of Information Science & Engineering department for the batch 2022-2026 is avaliable at the college website, For more details please visit https://nmamit.nitte.edu.in/syllabus/ndu/MinorDegree/MinorDegree-DataScience.pdf"
what is the syllabus of Inform  ation Science & Engineering department for the batch VTU third year? , What syllabus does the Information Science & Engineering department offer for the VTU third-year batch? ,"the syllabus of Information Science & Engineering department for the batch 2022-2026 is avaliable at the college website, For more details please visit https://nmamit.nitte.edu.in/syllabus/ifs/V-VI-ISE.pdf"
what is the syllabus of Information Science & Engineering department for the batch VTU fourth year? , What syllabus does the Information Science & Engineering department offer for the VTU fourth-year batch? ,"the syllabus of Information Science & Engineering department for the batch 2022-2026 is avaliable at the college website, For more details please visit https://nmamit.nitte.edu.in/syllabus/ifs/VII&VIII-ISE.pdf"
what are the list of MoU signed? , What are the agreements or Memorandums of Understanding (MoU) signed by the department? ,"the list of MoU is a listed on college website, For further details Please visit https://nmamit.nitte.edu.in/department-information-science.php#MoU"
What are Dr. ASHWINI B's educational qualifications? , What are the educational credentials of Dr. ASHWINI B? ,"Dr. ASHWINI B holds a Ph.D. from VTU Belagavi in 2019, an M.Tech in Computer Science from VTU (Autonomous) in 2011, and a B.E. in Information Science and Engineering from VTU in 2004."
What are Dr. ASHWINI B's areas of interest? , What are the research interests of Dr. ASHWINI B? ,"Dr. ASHWINI B's areas of interest include Image Processing, Computer Vision, and Machine Learning."
What are Dr. ASHWINI B's departmental responsibilities? , What are the responsibilities of Dr. ASHWINI B within the department? ,"Dr. ASHWINI B serves as the Head of the Department from August 2023 onwards, a Team Member of Project Vriddhi by Nitte University, UG coordinator for 5 years, Department placement Coordinator until August 2023, and Vista Coordinator for 2 years."
What professional memberships does Dr. ASHWINI B have? , What professional associations does Dr. ASHWINI B belong to? ,"Dr. ASHWINI B is a member of IEEE, WIE, and serves as an Executive Committee member of the IEEE Mangalore Subsection."
What subjects has Dr. ASHWINI B handled? , What courses has Dr. ASHWINI B taught? ,"Dr. ASHWINI B has handled subjects such as Java Programming, Mobile application Development using Android, Algorithms, Operating System, Business Intelligence, Data Mining, Software Engineering, and Machine Learning."
What are Dr. BALASUBRAMANI R's educational qualifications? , What are the educational credentials of Dr. BALASUBRAMANI R? ,"Dr. BALASUBRAMANI R holds a Ph.D. in Information Technology from Vinayaka Missions Research Foundation (Deemed-to-be-University), Salem in 2011, an M.Tech in Information Technology from Allahabad Agricultural Institute (Deemed-to-be-University), Allahabad in 2005, and a B.E. in Electronics and Communication Engineering from Madurai Kamaraj University, Madurai in 1990."
What is Dr. BALASUBRAMANI R's past experience? , What is the professional background of Dr. BALASUBRAMANI R? ,"Dr. BALASUBRAMANI R has extensive experience including roles such as Professor of ISE, Facility Incharge, Chief Project Leader of EDC & STEP, Executive Head of MSME Business Incubation Centre, Head of the Department of ISE, Associate Professor of ISE, Assistant Professor of CSE, and Assistant Professor of IT at various institutions. Additionally, he has worked as an Intern at EmconEmsys Technologies Pvt. Ltd., Chennai, Senior Faculty at Microtech Computers, Pudukkottai, and Service Engineer at Puresine Electronics, Bangalore."
What are Dr. BALASUBRAMANI R's areas of interest? , What are the research interests of Dr. BALASUBRAMANI R? ,"Dr. BALASUBRAMANI R's areas of interest include Artificial Intelligence, Machine Learning, Deep Learning, Image Processing, Data Science, Data Mining, Digital Transformation, Digital Marketing, Digital Entrepreneurship, and Education Technology (Outcome Based Education)."
What are Dr. BALASUBRAMANI R's departmental responsibilities? , What are the responsibilities of Dr. BALASUBRAMANI R within the department? ,"Dr. BALASUBRAMANI R serves as a Professor in the Dept. of Information Science & Engineering, Facility Incharge of Nitte Startup Ecospace Institute, NBA (National Board of Accreditation) Coordinator, Faculty Sponsor of ACM Student Chapter, Faculty Incharge of Development Students Club (DSC) supported by Google Developers, and Faculty Incharge of Salesforce Students Community. Additionally, he is a Faculty SPoC of ICT Academy, UiPath Academic Alliance Campus Advisor, Educator for Google for Education, Google Cloud, and UiPath, Coordinator for Faculty SIG on Data Science & Big Data Analytics (DS & BDA), Social Media Coordinator of NMAMIT Institute Innovation Council (IIC), and member of various boards and committees within the Information Science and Engineering Department."
What professional memberships does Dr. BALASUBRAMANI R have? , What professional associations does Dr. BALASUBRAMANI R belong to? ,"Dr. BALASUBRAMANI R is a member of International Association of Engineers (IAENG), Indian Society for Technical Education (ISTE), Association for Computing Machinery (ACM), Chartered Management Institute (CMI), Institute for Engineering Research and Publications (IFERP), Institute of Data Science and Artificial Intelligence (IDSAI), and is a Certified IonCUDOS Subject Matter Expert for Outcome Based Education."
What subjects has Dr. BALASUBRAMANI R handled? , What courses has Dr. BALASUBRAMANI R taught? ,"Dr. BALASUBRAMANI R has handled subjects such as Robotic Process Automation Design & Development (UiPath Studio), Architecting with Google Compute Engine (Google Cloud), Data Mining, Software Engineering, Object Oriented Analysis & Design with UML, Computer Networks, Computer Organization and Architecture, OOPS using C++, Java Programming & Web Technology, Programming and Data Structures using C, TCP/IP Design & Implementation, Digital Image Processing, Advanced DBMS, Advanced Java Programming, Essentials of Information Technology, Business Intelligence & its Applications, Building Enterprise Applications, Computer Graphics and Visualization."
What are Dr. KARUNA PANDIT's educational qualifications? , What are the educational credentials of Dr. KARUNA PANDIT? ,"Dr. KARUNA PANDIT holds a Ph.D. from NITK, Surathkal in 2014, an M.Tech from NITK, Surathkal in 1999, and an M.Sc from Mangalore University in 1984."
What is Dr. KARUNA PANDIT's past experience? , What is the professional background of Dr. KARUNA PANDIT? ,"Dr. KARUNA PANDIT has served in various positions at NMAM Institute of Technology from Lecturer to Professor, including roles such as Lecturer, Senior Lecturer, Assistant Professor, Associate Professor, and HOD. Their tenure spans from September 1987 to the present."
What are Dr. KARUNA PANDIT's areas of interest? , What are the research interests of Dr. KARUNA PANDIT? ,Dr. KARUNA PANDIT's areas of interest include Cryptography and Random number Generation.
What are Dr. KARUNA PANDIT's departmental responsibilities?,What are the responsibilities of Dr. KARUNA PANDIT within their department?,Dr. KARUNA PANDIT serves as the NAAC Coordinator.
What professional memberships does Dr. KARUNA PANDIT have?,What are the professional affiliations of Dr. KARUNA PANDIT?,"Dr. KARUNA PANDIT is a Life Member of Indian Society for Technical Education, Life Member of Indian Society of Systems for Science And Engineering, and a Life member of Cryptology Research Society of India."
What subjects has Dr. KARUNA PANDIT handled?,What topics has Dr. KARUNA PANDIT taught?,"Dr. KARUNA PANDIT has handled subjects such as Probability, Statistics and Queuing, Discrete Mathematical Structure, Operation Research, C programming, Object oriented Programming with C++, Operating Systems, Design and Analysis of Algorithms, System Simulation and Modelling, Cryptography, and Network Security."
What are Dr. KARTHIK PAI B. H.'s educational qualifications?,What are the educational credentials of Dr. KARTHIK PAI B. H.?,"Dr. KARTHIK PAI B. H. holds a Ph.D. in Computer Science & Engineering from VTU, Belgaum in 2018, an M. Tech. in Computer Science & Engineering from VTU, Belgaum in 2003, and a B.E. in Computer Science & Engineering from Karnatak University, Dharwad in 1998."
What is Dr. KARTHIK PAI B. H.'s past experience?,What is the professional background of Dr. KARTHIK PAI B. H.?,"Dr. KARTHIK PAI B. H. has served as a Lecturer in the Dept. of CSE at KVG College of Engineering, Sullia from 14/06/1999 to 17/09/1999, a Lecturer in the Dept. of CSE at TMAPP, Manipal from 20/09/1999 to 30/09/2000, and as an Assistant Professor/Associate Professor in the Dept. of ISE at NMAMIT from 2000 to 2017. They have been serving as a Professor in the Dept. of ISE at NMAMIT since 2018."
What are Dr. KARTHIK PAI B. H.'s areas of interest?,What are the specialized areas of interest for Dr. KARTHIK PAI B. H.?,"Dr. KARTHIK PAI B. H.'s areas of interest include Software Engineering, Computer Networks, Advanced Computer Architecture, and Networks and Security."
What are Dr. KARTHIK PAI B. H.'s departmental responsibilities?,What are the responsibilities of Dr. KARTHIK PAI B. H. within their department?,Dr. KARTHIK PAI B. H. serves as the Internal ISO Coordinator.
What professional memberships does Dr. KARTHIK PAI B. H. have?,What are the professional affiliations of Dr. KARTHIK PAI B. H.?,Dr. KARTHIK PAI B. H. is a Member of the Indian Society for Technical Education.
What subjects has Dr. KARTHIK PAI B. H. handled?,What topics has Dr. KARTHIK PAI B. H. taught?,"Dr. KARTHIK PAI B. H. has handled subjects such as Advanced Computer Architecture, Software Engineering, Cloud Infrastructure & Services, Computer Networks, Design Thinking, Intrusion Detection Systems, Supply Chain Management and ERP, Internet of Things, Data Communication, Computer Organization and Architecture, Unix & Shell Programming, Operating Systems, Fundamentals of Cyber Security, and Industrial Engineering Management."
What is Dr. RAVI B's highest educational qualification?,What is the highest educational degree of Dr. RAVI B?,"Ph.D in Computer Science Engineering from REVA University, Bangalore, India"
Where did Dr. RAVI B obtain their M.Tech degree?,Where was Dr. RAVI B's M.Tech degree awarded?,"Sri Jayachamarajendra College Of Engineering, Mysore"
Which institution awarded Dr. RAVI B their B.E degree?,Which institution granted Dr. RAVI B their B.E degree?,"NMAM Institute of Technology, Nitte, Udupi"
What are Dr. RAVI B's primary areas of interest?,What are the main areas of interest for Dr. RAVI B?,"Graph Algorithms, Wireless sensor network, Internet of Things, Database, Theoretical Computer Science"
What are Dr. USHA DIVAKARLA's educational qualifications?,What are the educational credentials of Dr. USHA DIVAKARLA?,"B.E (2000) in Computer Science and Engineering (CSE) from Bangalore University, Kalpataru Institute of Technology, Tiptur. M.Tech (2006) in Computer Science and Engineering (CSE) from Maharshi Dayanand University, Haryana, YMCA Engineering College, Faridabad. Ph.D (2018) in Trust Management in Cloud Computing from NITK Surathkal."
Where has Dr. USHA DIVAKARLA worked in the past?,What was Dr. USHA DIVAKARLA's previous workplace?,"Dr. USHA DIVAKARLA has worked at St Joseph Engineering College, Vamajoor, Mangalore, Karnataka, India from July 2018 to Dec 2020. Canara Engineering College, Benjanapadavu, Mangalore, Karnataka, India from Feb 2017 to June 2018. PES Institute of Technology and Management, Shimoga, India from July 2011 to Dec 2011. BITS-Pilani and Hyderabad Campus, Hyderabad, India from April 2008 to June 2011. Lingaya Institute of Technology and Management, Faridabad, India from July 2006 to Mar 2008."
What are Dr. USHA DIVAKARLA's areas of interest?,What are the specialized areas of interest for Dr. USHA DIVAKARLA?,"Dr. USHA DIVAKARLA's areas of interest include Cloud Computing, Trust Management, Autonomous Computing, and Machine Learning."
What achievement has Dr. USHA DIVAKARLA received?,What recognition has Dr. USHA DIVAKARLA achieved?,"Dr. USHA DIVAKARLA received the Best Paper Award for the paper 'Load Balancing of Virtual Machine Resources in Cloud Using Genetic Algorithm', presented at the International Conference on Communication Networks (ICCN 2013)."
What are Dr. USHA DIVAKARLA's departmental responsibilities?,What are the responsibilities of Dr. USHA DIVAKARLA within their department?,"Dr. USHA DIVAKARLA's departmental responsibilities include being the IEEE Coordinator, Data Science/IoT Theme Incharge, and Coursera Coordinator."
Which subjects has Dr. USHA DIVAKARLA handled?,What topics has Dr. USHA DIVAKARLA taught?,"Dr. USHA DIVAKARLA has handled subjects such as Advanced Computer Architecture, Internet of Things, Artificial Intelligence, Microcontrollers and Embedded Systems, Software Engineering, Machine Learning, Software Project Management, Software Architecture, and Object Oriented Analysis and Design."
What are Dr. MANJULA GURURAJ RAO's educational qualifications?,What are the educational credentials of Dr. MANJULA GURURAJ RAO?,"Dr. MANJULA GURURAJ RAO holds a Ph.D. in Computer Science & Engineering from Jain University (2020), an M.Tech in Computer Science & Engineering from AAIDU Naini Allahabad, affiliated to Allahabad Agricultural Deemed University (2006), and a B.E in Computer Science & Engineering from NMAMIT Nitte, Mangalore University (2001)."
Where has Dr. MANJULA GURURAJ RAO worked in the past?,What institutions has Dr. MANJULA GURURAJ RAO previously been associated with?,"Dr. MANJULA GURURAJ RAO has worked as an Associate Professor in the Dept. of ISE at NMAMIT Nitte since August 2021. They have also served as Guest Faculty at DayanadaSagar University for M.Tech classes (academic year 2017-2018), HOD & Associate Professor at NITMS (July 2010 to July 2017), Sr. Lecturer at K.S.I.T, Bangalore (Sept 2004 to June 2010), Lecturer at DSCE Bangalore (Sept 2002 to Sep 2004), and Lecturer at KVGCE, Sullia (Dec 2001 to June 2002)."
What are Dr. MANJULA GURURAJ RAO's departmental responsibilities?,What are the roles and duties of Dr. MANJULA GURURAJ RAO within their department?,Dr. MANJULA GURURAJ RAO's departmental responsibilities include being the NACC- Criteria 3 Coordinator and Research Coordinator.
What professional memberships does Dr. MANJULA GURURAJ RAO hold?,What professional affiliations does Dr. MANJULA GURURAJ RAO have?,Dr. MANJULA GURURAJ RAO is a member of IEEE and ISTE.
Which subjects has Dr. MANJULA GURURAJ RAO handled?,What topics has Dr. MANJULA GURURAJ RAO taught or researched?,"Dr. MANJULA GURURAJ RAO has handled subjects such as Computer Concepts & C Programming (Theory + Lab), Design and Analysis of Algorithms (Theory + Lab), Java & J2EE (Theory + Lab), Data Structures with C (Theory + Lab), OOPS with C++ (Theory + Lab), Data mining and Data Warehouse, Advances in Operating Systems, Microprocessors (Theory + Lab), Computer Organization, Distributed Systems, Systems Programming (Theory + Lab), Computer Graphics (Theory + Lab), Advanced Algorithms, Natural Language Processing, Machine Learning, C Programming, Distributed Computing, OOMD, Unix and Shell Programing, Object Oriented and C++, and Data Communications."
What are Dr. SUMATHI PAWAR's educational qualifications?,What are the academic credentials of Dr. SUMATHI PAWAR?,Dr. SUMATHI PAWAR holds a Ph.D. in Computer/Information Systems (September 2017) from VTU and an M.Tech. in System Analysis and Computer Application (May 2009) from NITK.
